b'id',b'key',b'value',b'type' 
b'957757178',b'street_no',b'1428',b'osak'
b'957757178',b'source',b'AWS Web API',b'osak'
b'957757197',b'city',b'Padborg',b'addr'
b'957757197',b'country',b'DK',b'addr'
b'957757197',b'housenumber',b'34',b'addr'
b'957757197',b'postcode',b'6330',b'addr'
b'957757197',b'street',b'Runesvinget',b'addr'
b'957757197',b'identifier',b'0A3F508B36C232B8E0440003BA298018',b'osak'
b'957757197',b'municipality_no',b'580',b'osak'
b'957757197',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757197',b'street_no',b'1428',b'osak'
b'957757197',b'source',b'AWS Web API',b'osak'
b'957757251',b'city',b'Padborg',b'addr'
b'957757251',b'country',b'DK',b'addr'
b'957757251',b'housenumber',b'7',b'addr'
b'957757251',b'postcode',b'6330',b'addr'
b'957757251',b'street',b'Hedebyvej',b'addr'
b'957757251',b'identifier',b'0A3F508B2F1032B8E0440003BA298018',b'osak'
b'957757251',b'municipality_no',b'580',b'osak'
b'957757251',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757251',b'street_no',b'0578',b'osak'
b'957757251',b'source',b'AWS Web API',b'osak'
b'957757273',b'city',b'Padborg',b'addr'
b'957757273',b'country',b'DK',b'addr'
b'957757273',b'housenumber',b'22',b'addr'
b'957757273',b'postcode',b'6330',b'addr'
b'957757273',b'street',b'Hedebyvej',b'addr'
b'957757273',b'identifier',b'0A3F508B2F1B32B8E0440003BA298018',b'osak'
b'957757273',b'municipality_no',b'580',b'osak'
b'957757273',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757273',b'street_no',b'0578',b'osak'
b'957757273',b'source',b'AWS Web API',b'osak'
b'957757335',b'city',b'Padborg',b'addr'
b'957757335',b'country',b'DK',b'addr'
b'957757335',b'housenumber',b'5',b'addr'
b'957757335',b'postcode',b'6330',b'addr'
b'957757335',b'street',b'Kalvehaven',b'addr'
b'957757335',b'identifier',b'0A3F508B310132B8E0440003BA298018',b'osak'
b'957757335',b'municipality_no',b'580',b'osak'
b'957757335',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757335',b'street_no',b'0782',b'osak'
b'957757335',b'source',b'AWS Web API',b'osak'
b'957757355',b'city',b'Padborg',b'addr'
b'957757355',b'country',b'DK',b'addr'
b'957757355',b'housenumber',b'18',b'addr'
b'957757355',b'postcode',b'6330',b'addr'
b'957757355',b'street',b'Kalvehaven',b'addr'
b'957757355',b'identifier',b'0A3F508B310C32B8E0440003BA298018',b'osak'
b'957757355',b'municipality_no',b'580',b'osak'
b'957757355',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757355',b'street_no',b'0782',b'osak'
b'957757355',b'source',b'AWS Web API',b'osak'
b'957757482',b'city',b'Padborg',b'addr'
b'957757482',b'country',b'DK',b'addr'
b'957757482',b'housenumber',b'5',b'addr'
b'957757482',b'postcode',b'6330',b'addr'
b'957757482',b'street',b'Uffesvej',b'addr'
b'957757482',b'identifier',b'0A3F508B3B9B32B8E0440003BA298018',b'osak'
b'957757482',b'municipality_no',b'580',b'osak'
b'957757482',b'revision',b'2009-11-06T12:00:00',b'osak'
b'957757482',b'street_no',b'1958',b'osak'
b'957757482',b'source',b'AWS Web API',b'osak'
b'957757543',b'city',b'Padborg',b'addr'
b'957757543',b'country',b'DK',b'addr'
b'957757543',b'housenumber',b'4',b'addr'
b'957757543',b'postcode',b'6330',b'addr'
b'957757543',b'street',b'Valdemarsgade',b'addr'
b'957757543',b'identifier',b'0A3F508B3BB032B8E0440003BA298018',b'osak'
b'957757543',b'municipality_no',b'580',b'osak'
b'957757543',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757543',b'street_no',b'1982',b'osak'
b'957757543',b'source',b'AWS Web API',b'osak'
b'957757577',b'city',b'Padborg',b'addr'
b'957757577',b'country',b'DK',b'addr'
b'957757577',b'housenumber',b'9D',b'addr'
b'957757577',b'postcode',b'6330',b'addr'
b'957757577',b'street',b'Valdemarsgade',b'addr'
b'957757577',b'identifier',b'0A3F508B3BBC32B8E0440003BA298018',b'osak'
b'957757577',b'municipality_no',b'580',b'osak'
b'957757577',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757577',b'street_no',b'1982',b'osak'
b'957757577',b'source',b'AWS Web API',b'osak'
b'957757591',b'city',b'Padborg',b'addr'
b'957757591',b'country',b'DK',b'addr'
b'957757591',b'housenumber',b'22A',b'addr'
b'957757591',b'postcode',b'6330',b'addr'
b'957757591',b'street',b'Valdemarsgade',b'addr'
b'957757591',b'identifier',b'0A3F508B3BC932B8E0440003BA298018',b'osak'
b'957757591',b'municipality_no',b'580',b'osak'
b'957757591',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757591',b'street_no',b'1982',b'osak'
b'957757591',b'source',b'AWS Web API',b'osak'
b'957757707',b'city',b'Padborg',b'addr'
b'957757707',b'country',b'DK',b'addr'
b'957757707',b'housenumber',b'9',b'addr'
b'957757707',b'postcode',b'6330',b'addr'
b'957757707',b'street',b'Haraldsdalvej',b'addr'
b'957757707',b'identifier',b'0A3F508B2E9F32B8E0440003BA298018',b'osak'
b'957757707',b'municipality_no',b'580',b'osak'
b'957757707',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757707',b'street_no',b'0562',b'osak'
b'957757707',b'source',b'AWS Web API',b'osak'
b'957757721',b'city',b'Padborg',b'addr'
b'957757721',b'country',b'DK',b'addr'
b'957757721',b'housenumber',b'27',b'addr'
b'957757721',b'postcode',b'6330',b'addr'
b'957757721',b'street',b'Haraldsdalvej',b'addr'
b'957757721',b'identifier',b'0A3F508B2EAA32B8E0440003BA298018',b'osak'
b'957757721',b'municipality_no',b'580',b'osak'
b'957757721',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757721',b'street_no',b'0562',b'osak'
b'957757721',b'source',b'AWS Web API',b'osak'
b'957757741',b'city',b'Padborg',b'addr'
b'957757741',b'country',b'DK',b'addr'
b'957757741',b'housenumber',b'47',b'addr'
b'957757741',b'postcode',b'6330',b'addr'
b'957757741',b'street',b'Haraldsdalvej',b'addr'
b'957757741',b'identifier',b'0A3F508B2EB432B8E0440003BA298018',b'osak'
b'957757741',b'municipality_no',b'580',b'osak'
b'957757741',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757741',b'street_no',b'0562',b'osak'
b'957757741',b'source',b'AWS Web API',b'osak'
b'957757751',b'city',b'Padborg',b'addr'
b'957757751',b'country',b'DK',b'addr'
b'957757751',b'housenumber',b'9',b'addr'
b'957757751',b'postcode',b'6330',b'addr'
b'957757751',b'street',b'Dammen',b'addr'
b'957757751',b'identifier',b'0A3F508B2B2032B8E0440003BA298018',b'osak'
b'957757751',b'municipality_no',b'580',b'osak'
b'957757751',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757751',b'street_no',b'0269',b'osak'
b'957757751',b'source',b'AWS Web API',b'osak'
b'957757843',b'city',b'Padborg',b'addr'
b'957757843',b'country',b'DK',b'addr'
b'957757843',b'housenumber',b'1',b'addr'
b'957757843',b'postcode',b'6330',b'addr'
b'957757843',b'street',b'H\xc3\xa6rulfvej',b'addr'
b'957757843',b'identifier',b'0A3F508B2F9432B8E0440003BA298018',b'osak'
b'957757843',b'municipality_no',b'580',b'osak'
b'957757843',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757843',b'street_no',b'0703',b'osak'
b'957757843',b'source',b'AWS Web API',b'osak'
b'957757870',b'city',b'Padborg',b'addr'
b'957757870',b'country',b'DK',b'addr'
b'957757870',b'housenumber',b'12',b'addr'
b'957757870',b'postcode',b'6330',b'addr'
b'957757870',b'street',b'H\xc3\xa6rulfvej',b'addr'
b'957757870',b'identifier',b'0A3F508B2F9E32B8E0440003BA298018',b'osak'
b'957757870',b'municipality_no',b'580',b'osak'
b'957757870',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757870',b'street_no',b'0703',b'osak'
b'957757870',b'source',b'AWS Web API',b'osak'
b'957757907',b'city',b'Padborg',b'addr'
b'957757907',b'country',b'DK',b'addr'
b'957757907',b'housenumber',b'4',b'addr'
b'957757907',b'postcode',b'6330',b'addr'
b'957757907',b'street',b'Hermesvej',b'addr'
b'957757907',b'identifier',b'0A3F508B2F2C32B8E0440003BA298018',b'osak'
b'957757907',b'municipality_no',b'580',b'osak'
b'957757907',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757907',b'street_no',b'0599',b'osak'
b'957757907',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957757907',b'source',b'AWS Web API',b'osak'
b'957757919',b'city',b'Padborg',b'addr'
b'957757919',b'country',b'DK',b'addr'
b'957757919',b'housenumber',b'15',b'addr'
b'957757919',b'postcode',b'6330',b'addr'
b'957757919',b'street',b'Hermesvej',b'addr'
b'957757919',b'identifier',b'0A3F508B2F3832B8E0440003BA298018',b'osak'
b'957757919',b'municipality_no',b'580',b'osak'
b'957757919',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957757919',b'street_no',b'0599',b'osak'
b'957757919',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957757919',b'source',b'AWS Web API',b'osak'
b'957758013',b'city',b'Padborg',b'addr'
b'957758013',b'country',b'DK',b'addr'
b'957758013',b'housenumber',b'6',b'addr'
b'957758013',b'postcode',b'6330',b'addr'
b'957758013',b'street',b'Valsb\xc3\xb8lgade',b'addr'
b'957758013',b'identifier',b'0A3F508B3BD232B8E0440003BA298018',b'osak'
b'957758013',b'municipality_no',b'580',b'osak'
b'957758013',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758013',b'street_no',b'1984',b'osak'
b'957758013',b'subdivision',b'Bov',b'osak'
b'957758013',b'source',b'AWS Web API',b'osak'
b'957758700',b'city',b'Padborg',b'addr'
b'957758700',b'country',b'DK',b'addr'
b'957758700',b'housenumber',b'2A',b'addr'
b'957758700',b'postcode',b'6330',b'addr'
b'957758700',b'street',b'\xc3\x98stre Viaduktvej',b'addr'
b'957758700',b'identifier',b'0A3F508B3DC232B8E0440003BA298018',b'osak'
b'957758700',b'municipality_no',b'580',b'osak'
b'957758700',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758700',b'street_no',b'2271',b'osak'
b'957758700',b'source',b'AWS Web API',b'osak'
b'957758754',b'city',b'Padborg',b'addr'
b'957758754',b'country',b'DK',b'addr'
b'957758754',b'housenumber',b'3',b'addr'
b'957758754',b'postcode',b'6330',b'addr'
b'957758754',b'street',b'Kirkeforte',b'addr'
b'957758754',b'identifier',b'0A3F508B31E432B8E0440003BA298018',b'osak'
b'957758754',b'municipality_no',b'580',b'osak'
b'957758754',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758754',b'street_no',b'0833',b'osak'
b'957758754',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957758754',b'source',b'AWS Web API',b'osak'
b'957758799',b'city',b'Padborg',b'addr'
b'957758799',b'country',b'DK',b'addr'
b'957758799',b'housenumber',b'12',b'addr'
b'957758799',b'postcode',b'6330',b'addr'
b'957758799',b'street',b'Kirkeforte',b'addr'
b'957758799',b'identifier',b'0A3F508B31EE32B8E0440003BA298018',b'osak'
b'957758799',b'municipality_no',b'580',b'osak'
b'957758799',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758799',b'street_no',b'0833',b'osak'
b'957758799',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957758799',b'source',b'AWS Web API',b'osak'
b'957758916',b'city',b'Padborg',b'addr'
b'957758916',b'country',b'DK',b'addr'
b'957758916',b'housenumber',b'1',b'addr'
b'957758916',b'postcode',b'6330',b'addr'
b'957758916',b'street',b'Transitvej',b'addr'
b'957758916',b'identifier',b'0A3F508B3B0832B8E0440003BA298018',b'osak'
b'957758916',b'municipality_no',b'580',b'osak'
b'957758916',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758916',b'street_no',b'1915',b'osak'
b'957758916',b'source',b'AWS Web API',b'osak'
b'957758959',b'city',b'Padborg',b'addr'
b'957758959',b'country',b'DK',b'addr'
b'957758959',b'housenumber',b'20B',b'addr'
b'957758959',b'postcode',b'6330',b'addr'
b'957758959',b'street',b'Transitvej',b'addr'
b'957758959',b'identifier',b'0A3F508B3B1232B8E0440003BA298018',b'osak'
b'957758959',b'municipality_no',b'580',b'osak'
b'957758959',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957758959',b'street_no',b'1915',b'osak'
b'957758959',b'source',b'AWS Web API',b'osak'
b'957759153',b'city',b'Padborg',b'addr'
b'957759153',b'country',b'DK',b'addr'
b'957759153',b'housenumber',b'8',b'addr'
b'957759153',b'postcode',b'6330',b'addr'
b'957759153',b'street',b'Hegnet',b'addr'
b'957759153',b'identifier',b'0A3F508B2F2632B8E0440003BA298018',b'osak'
b'957759153',b'municipality_no',b'580',b'osak'
b'957759153',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957759153',b'street_no',b'0586',b'osak'
b'957759153',b'source',b'AWS Web API',b'osak'
b'957759186',b'city',b'Padborg',b'addr'
b'957759186',b'country',b'DK',b'addr'
b'957759186',b'housenumber',b'4D',b'addr'
b'957759186',b'postcode',b'6330',b'addr'
b'957759186',b'street',b'Industrivej',b'addr'
b'957759186',b'identifier',b'0A3F508B303432B8E0440003BA298018',b'osak'
b'957759186',b'municipality_no',b'580',b'osak'
b'957759186',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957759186',b'street_no',b'0746',b'osak'
b'957759186',b'source',b'AWS Web API',b'osak'
b'957759211',b'city',b'Padborg',b'addr'
b'957759211',b'country',b'DK',b'addr'
b'957759211',b'housenumber',b'11B',b'addr'
b'957759211',b'postcode',b'6330',b'addr'
b'957759211',b'street',b'Industrivej',b'addr'
b'957759211',b'identifier',b'0A3F508B303F32B8E0440003BA298018',b'osak'
b'957759211',b'municipality_no',b'580',b'osak'
b'957759211',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957759211',b'street_no',b'0746',b'osak'
b'957759211',b'source',b'AWS Web API',b'osak'
b'957759243',b'city',b'Padborg',b'addr'
b'957759243',b'country',b'DK',b'addr'
b'957759243',b'housenumber',b'18',b'addr'
b'957759243',b'postcode',b'6330',b'addr'
b'957759243',b'street',b'Industrivej',b'addr'
b'957759243',b'identifier',b'0A3F508B304932B8E0440003BA298018',b'osak'
b'957759243',b'municipality_no',b'580',b'osak'
b'957759243',b'revision',b'2014-10-07T23:59:00',b'osak'
b'957759243',b'street_no',b'0746',b'osak'
b'957759243',b'source',b'AWS Web API',b'osak'
b'957760062',b'city',b'Padborg',b'addr'
b'957760062',b'country',b'DK',b'addr'
b'957760062',b'housenumber',b'7',b'addr'
b'957760062',b'postcode',b'6330',b'addr'
b'957760062',b'street',b'Egevej',b'addr'
b'957760062',b'identifier',b'0A3F508B2B5132B8E0440003BA298018',b'osak'
b'957760062',b'municipality_no',b'580',b'osak'
b'957760062',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760062',b'street_no',b'0305',b'osak'
b'957760062',b'source',b'AWS Web API',b'osak'
b'957760084',b'city',b'Padborg',b'addr'
b'957760084',b'country',b'DK',b'addr'
b'957760084',b'housenumber',b'17',b'addr'
b'957760084',b'postcode',b'6330',b'addr'
b'957760084',b'street',b'Egevej',b'addr'
b'957760084',b'identifier',b'0A3F508B2B5B32B8E0440003BA298018',b'osak'
b'957760084',b'municipality_no',b'580',b'osak'
b'957760084',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760084',b'street_no',b'0305',b'osak'
b'957760084',b'source',b'AWS Web API',b'osak'
b'957760170',b'city',b'Padborg',b'addr'
b'957760170',b'country',b'DK',b'addr'
b'957760170',b'housenumber',b'4',b'addr'
b'957760170',b'postcode',b'6330',b'addr'
b'957760170',b'street',b'Risbrigvej',b'addr'
b'957760170',b'identifier',b'0A3F508B368D32B8E0440003BA298018',b'osak'
b'957760170',b'municipality_no',b'580',b'osak'
b'957760170',b'revision',b'2014-10-09T23:59:00',b'osak'
b'957760170',b'street_no',b'1396',b'osak'
b'957760170',b'source',b'AWS Web API',b'osak'
b'957760187',b'city',b'Padborg',b'addr'
b'957760187',b'country',b'DK',b'addr'
b'957760187',b'housenumber',b'3',b'addr'
b'957760187',b'postcode',b'6330',b'addr'
b'957760187',b'street',b'Birkevej',b'addr'
b'957760187',b'identifier',b'0A3F508B29C632B8E0440003BA298018',b'osak'
b'957760187',b'municipality_no',b'580',b'osak'
b'957760187',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760187',b'street_no',b'0106',b'osak'
b'957760187',b'source',b'AWS Web API',b'osak'
b'957760216',b'city',b'Padborg',b'addr'
b'957760216',b'country',b'DK',b'addr'
b'957760216',b'housenumber',b'15',b'addr'
b'957760216',b'postcode',b'6330',b'addr'
b'957760216',b'street',b'Birkevej',b'addr'
b'957760216',b'identifier',b'0A3F508B29D032B8E0440003BA298018',b'osak'
b'957760216',b'municipality_no',b'580',b'osak'
b'957760216',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760216',b'street_no',b'0106',b'osak'
b'957760216',b'source',b'AWS Web API',b'osak'
b'957760232',b'city',b'Padborg',b'addr'
b'957760232',b'country',b'DK',b'addr'
b'957760232',b'housenumber',b'24',b'addr'
b'957760232',b'postcode',b'6330',b'addr'
b'957760232',b'street',b'Birkevej',b'addr'
b'957760232',b'identifier',b'0A3F508B29D832B8E0440003BA298018',b'osak'
b'957760232',b'municipality_no',b'580',b'osak'
b'957760232',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760232',b'street_no',b'0106',b'osak'
b'957760232',b'source',b'AWS Web API',b'osak'
b'957760252',b'city',b'Padborg',b'addr'
b'957760252',b'country',b'DK',b'addr'
b'957760252',b'housenumber',b'3D',b'addr'
b'957760252',b'postcode',b'6330',b'addr'
b'957760252',b'street',b'K\xc3\xa5dnermarksvej',b'addr'
b'957760252',b'identifier',b'0A3F508B32F132B8E0440003BA298018',b'osak'
b'957760252',b'municipality_no',b'580',b'osak'
b'957760252',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760252',b'street_no',b'0946',b'osak'
b'957760252',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957760252',b'source',b'AWS Web API',b'osak'
b'957760281',b'city',b'Padborg',b'addr'
b'957760281',b'country',b'DK',b'addr'
b'957760281',b'housenumber',b'10',b'addr'
b'957760281',b'postcode',b'6330',b'addr'
b'957760281',b'street',b'K\xc3\xa5dnermarksvej',b'addr'
b'957760281',b'identifier',b'0A3F508B32FC32B8E0440003BA298018',b'osak'
b'957760281',b'municipality_no',b'580',b'osak'
b'957760281',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760281',b'street_no',b'0946',b'osak'
b'957760281',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957760281',b'source',b'AWS Web API',b'osak'
b'957760334',b'city',b'Padborg',b'addr'
b'957760334',b'country',b'DK',b'addr'
b'957760334',b'housenumber',b'15',b'addr'
b'957760334',b'postcode',b'6330',b'addr'
b'957760334',b'street',b'K\xc3\xa5dnermarksvej',b'addr'
b'957760334',b'identifier',b'0A3F508B330632B8E0440003BA298018',b'osak'
b'957760334',b'municipality_no',b'580',b'osak'
b'957760334',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760334',b'street_no',b'0946',b'osak'
b'957760334',b'subdivision',b'Fr\xc3\xb8slev',b'osak'
b'957760334',b'source',b'AWS Web API',b'osak'
b'957760580',b'city',b'Padborg',b'addr'
b'957760580',b'country',b'DK',b'addr'
b'957760580',b'housenumber',b'6',b'addr'
b'957760580',b'postcode',b'6330',b'addr'
b'957760580',b'street',b'Toftehaven',b'addr'
b'957760580',b'identifier',b'0A3F508B3A7932B8E0440003BA298018',b'osak'
b'957760580',b'municipality_no',b'580',b'osak'
b'957760580',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760580',b'street_no',b'1876',b'osak'
b'957760580',b'source',b'AWS Web API',b'osak'
b'957760640',b'city',b'Padborg',b'addr'
b'957760640',b'country',b'DK',b'addr'
b'957760640',b'housenumber',b'16',b'addr'
b'957760640',b'postcode',b'6330',b'addr'
b'957760640',b'street',b'Toftehaven',b'addr'
b'957760640',b'identifier',b'0A3F508B3A8332B8E0440003BA298018',b'osak'
b'957760640',b'municipality_no',b'580',b'osak'
b'957760640',b'revision',b'2009-11-06T11:59:00',b'osak'
b'957760640',b'street_no',b'1876',b'osak'
